_id,E_virial,Error_bar,db,collection,creator,description,date,uuid,params.steps,params.equilibration_steps,params.skip_steps,params.gamma0,params.dt,params.temperature,params.P,params.pdb_file,params.forcefield_file,params.platform_name,params.beta,params.tau,unique_fields[0],unique_fields[1]
65e56d783de30d2bd2377b62,12.769817694620885,0.06096119953136087,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,b3d6bc1f-760d-427c-85d1-7b49fa7bc47b,15000,200,1,5.88235294117647 /ps,0.12 fs,30,318,qtip4p.pdb,qtip4pf.xml,Reference,4.009229245723656,0.012607639137495774,E_virial,uuid
65e56f3b3de30d2bd2377b64,13.018890926052071,0.062035408275509844,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,8b8b12e3-f9fc-400b-b265-8bbd2fae197c,15000,200,1,5.88235294117647 /ps,0.12 fs,30,455,qtip4p.pdb,qtip4pf.xml,Reference,4.009229245723656,0.008811492847744299,E_virial,uuid
65e572593de30d2bd2377b66,13.186188236518381,0.07489280462234509,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,d478bf81-4545-4b9c-b6bc-286d91d10db7,15000,200,1,5.88235294117647 /ps,0.12 fs,30,806,qtip4p.pdb,qtip4pf.xml,Reference,4.009229245723656,0.0049742298334040395,E_virial,uuid
65e572c93de30d2bd2377b68,11.406706866648172,0.07662353481780616,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,b760d6d5-33c2-4b24-b700-019e284bce2d,15000,200,1,5.88235294117647 /ps,0.12 fs,40,105,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.02863735175516897,E_virial,uuid
65e573403de30d2bd2377b6a,11.700503818720815,0.0749623428704901,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,910551eb-2f47-4c3a-a74c-115d84531a27,15000,200,1,5.88235294117647 /ps,0.12 fs,40,115,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.026147147254719495,E_virial,uuid
65e573d23de30d2bd2377b6c,11.981106616328969,0.07104808297116806,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,87a84670-115a-450f-8368-bd56de9fc12c,15000,200,1,5.88235294117647 /ps,0.12 fs,40,127,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.023676550663722377,E_virial,uuid
65e5c6b143c59d68b6d0bf1c,12.187483359025622,0.0790660791790819,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,b5529bbb-019b-475e-9e6a-ad3a94c02938,15000,200,1,5.88235294117647 /ps,0.12 fs,40,143,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.02102742611393526,E_virial,uuid
65e5c85701aaae9c639cbed8,12.382480176078738,0.07755960611048428,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,3b1f5c92-9b29-41c9-a1d2-26ea03bc4c95,15000,200,1,5.88235294117647 /ps,0.12 fs,40,163,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.018447373830016822,E_virial,uuid
65e5c94801aaae9c639cbeda,12.51900089814752,0.07202112947950919,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,cad91650-8501-419f-a0ed-061a2f7e4613,15000,200,1,5.88235294117647 /ps,0.12 fs,40,191,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.01574304677640179,E_virial,uuid
65e5ca4901aaae9c639cbedc,12.843504409031997,0.07133288999892483,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,ff86de49-1c8a-4f66-a8f1-d38ebd5b888c,15000,200,1,5.88235294117647 /ps,0.12 fs,40,230,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.013073573627359747,E_virial,uuid
65e5cb8e01aaae9c639cbede,12.985049057418376,0.08729668588289109,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,c564e6a8-952b-4401-b3b9-8fce71402339,15000,200,1,5.88235294117647 /ps,0.12 fs,40,289,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.010404574167102913,E_virial,uuid
65e5cd3401aaae9c639cbee0,13.04043876259166,0.06619183429973022,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,4106b8a4-e661-4a5f-8871-1de6a455c24a,15000,200,1,5.88235294117647 /ps,0.12 fs,40,391,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.007690337427858675,E_virial,uuid
65e5cfa501aaae9c639cbee2,13.18136965925112,0.07913223874019298,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,140b607d-8850-440f-9715-ebc32cfae7ee,15000,200,1,5.88235294117647 /ps,0.12 fs,40,606,qtip4p.pdb,qtip4pf.xml,Reference,3.006921934292742,0.004961917383321356,E_virial,uuid
65e5e33591878583e12c374c,11.962109569274308,0.07712282989465603,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,4b01ff01-037d-4805-9c6e-031438739e7a,15000,200,1,5.88235294117647 /ps,0.12 fs,50,105,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.02290988140413518,E_virial,uuid
65e5e3b091878583e12c374e,12.172490049543354,0.0759085800212448,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,bd511eac-d48c-4b13-a76f-118612f94b74,15000,200,1,5.88235294117647 /ps,0.12 fs,50,114,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.021101206556440297,E_virial,uuid
65e5e43791878583e12c3750,12.353074773494658,0.0810583486581159,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,ec66b008-f775-4310-a97d-338004a526b4,15000,200,1,5.88235294117647 /ps,0.12 fs,50,126,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.019091567836779316,E_virial,uuid
65e5e4cb91878583e12c3752,12.635363814419456,0.08561589006264833,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,3b218b16-7aff-4622-a7ce-0634506a2629,15000,200,1,5.88235294117647 /ps,0.12 fs,50,140,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.017182411053101383,E_virial,uuid
65e5e57291878583e12c3754,12.750616212557722,0.0714349316954315,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,cf0b91ab-1fab-40de-a097-89822be2a28f,15000,200,1,5.88235294117647 /ps,0.12 fs,50,159,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.015129166964994929,E_virial,uuid
65e5e63591878583e12c3756,12.816687214749559,0.08388835819826218,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,c39b56e3-a582-4d6e-9e3b-629496745033,15000,200,1,5.88235294117647 /ps,0.12 fs,50,183,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.013145013920405431,E_virial,uuid
65e5e70e91878583e12c3758,12.872863348976686,0.0794185586810753,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,d00e3a2e-b913-4388-92ce-981220478981,15000,200,1,5.88235294117647 /ps,0.12 fs,50,216,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.011136747904787934,E_virial,uuid
65e5e82091878583e12c375a,12.95875078531782,0.08152051210850654,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,1062dfee-cb12-4799-9492-85ebdd362e44,15000,200,1,5.88235294117647 /ps,0.12 fs,50,265,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.009077500178996958,E_virial,uuid
65e5e97891878583e12c375c,13.243259473499613,0.08191234531986226,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,ee020c5c-4906-4b5c-9226-5192f192a52b,15000,200,1,5.88235294117647 /ps,0.12 fs,50,342,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.0070337355188134325,E_virial,uuid
65e5eb5e91878583e12c375e,13.169868974581249,0.07658625318655972,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-03-04,7cd31f98-39a3-45b2-a3cf-abed2aeaed39,15000,200,1,5.88235294117647 /ps,0.12 fs,50,486,qtip4p.pdb,qtip4pf.xml,Reference,2.405537547434194,0.0049496657354613045,E_virial,uuid
