_id,E_virial,Error_bar,db,collection,creator,description,date,uuid,params.steps,params.equilibration_steps,params.skip_steps,params.gamma0,params.dt,params.temperature,params.P,params.pdb_file,params.forcefield_file,params.platform_name,params.beta,params.tau,unique_fields[0],unique_fields[1]
66177baa4a8470bde312b3a4,20.719570714710095,0.1878647287857681,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,bfbd496d-23d1-4db7-9b4b-29a560d1c67f,15000,1000,1,5.88235294117647 /ps,0.12 fs,20,545,dimer 2.pdb,qtip4pf.xml,Reference,6.013843868585484,0.011034575905661438,E_virial,uuid
661781bd4a8470bde312b3a6,18.72698991774221,0.1871668477983634,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,0adee5e3-e36f-46ba-9fe1-08bbb126958e,15000,1000,1,5.88235294117647 /ps,0.12 fs,20,1207,dimer 2.pdb,qtip4pf.xml,Reference,6.013843868585484,0.004982472136359142,E_virial,uuid
661783fb4a8470bde312b3a8,20.180063119259955,0.14778057694467467,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,cfa7b94f-1440-4a93-af5b-ad3c26914818,62292,1000,1,5.88235294117647 /ps,0.12 fs,30,105,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.038183135673558626,E_virial,uuid
6617859a4a8470bde312b3aa,14.383112510231395,0.14047124838914765,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,0369b27b-106b-4d92-824b-bbfb14be6bc9,42876,1000,1,5.88235294117647 /ps,0.12 fs,30,115,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.03486286300629266,E_virial,uuid
661786b34a8470bde312b3ac,17.984568898650714,0.17868378245229258,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,7d6c3df0-9126-4c09-a33b-9cc566078df3,24720,1000,1,5.88235294117647 /ps,0.12 fs,30,129,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.031079296478477954,E_virial,uuid
661787ee4a8470bde312b3ae,20.287696152029675,0.1989818345345445,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,0b1a1075-02a0-4296-a875-a07d0ea06428,23916,1000,1,5.88235294117647 /ps,0.12 fs,30,146,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.027460474285778465,E_virial,uuid
661789484a8470bde312b3b0,22.23663883783568,0.22154938955722073,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,1504c9ac-02ad-4875-b33a-7794ceffc5de,24192,1000,1,5.88235294117647 /ps,0.12 fs,30,168,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.023864459795974142,E_virial,uuid
66178c404a8470bde312b3b2,15.880274077676603,0.15824628059746035,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,33e50c63-a6f9-421c-ae95-7de98693eb36,34764,1000,1,5.88235294117647 /ps,0.12 fs,30,199,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.020146880631777164,E_virial,uuid
66178e504a8470bde312b3b4,22.90469152883634,0.20967637012906293,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,0088ba81-06de-451b-a26e-a3d50cdf98de,25788,1000,1,5.88235294117647 /ps,0.12 fs,30,245,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.016364201002953698,E_virial,uuid
661790c94a8470bde312b3b6,18.90913506758338,0.1854875667366031,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,5352df13-d9e7-4fc4-bce5-bf51fd5034cb,22548,1000,1,5.88235294117647 /ps,0.12 fs,30,318,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.012607639137495774,E_virial,uuid
661795d64a8470bde312b3b8,16.70648809574551,0.1657961077395293,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,3ce1ba71-6eb7-4af6-9ae2-aa61aa40abd9,34248,1000,1,5.88235294117647 /ps,0.12 fs,30,455,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.008811492847744299,E_virial,uuid
66179a8f4a8470bde312b3ba,21.44877421942451,0.21030631599360558,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,adbcf19b-6a4e-4be8-9f45-c3b1cbff28ae,17856,1000,1,5.88235294117647 /ps,0.12 fs,30,806,dimer 2.pdb,qtip4pf.xml,Reference,4.009229245723656,0.0049742298334040395,E_virial,uuid
66179d184a8470bde312b3bc,12.696102413860809,0.12664908228892394,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,1cfe737e-c361-4bf3-83ac-bb7489669804,72096,1000,1,5.88235294117647 /ps,0.12 fs,40,105,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.02863735175516897,E_virial,uuid
6617a0234a8470bde312b3be,11.873716879629766,0.1186580176772208,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,b9fad98a-bb08-49e5-9b93-00a900993596,79764,1000,1,5.88235294117647 /ps,0.12 fs,40,115,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.026147147254719495,E_virial,uuid
6617a3c14a8470bde312b3c0,13.103009211641139,0.12774906014340429,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,c2bdc4ab-cffb-4b3d-8614-5fe450a129fc,70764,1000,1,5.88235294117647 /ps,0.12 fs,40,127,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.023676550663722377,E_virial,uuid
6617a7394a8470bde312b3c2,17.90794082996722,0.14852751979467696,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,c6532f4b-22c9-4ed2-a2c8-0c41995696a8,73776,1000,1,5.88235294117647 /ps,0.12 fs,40,143,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.02102742611393526,E_virial,uuid
6617aa1b4a8470bde312b3c4,20.897828479911023,0.1722438249357293,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,5614d95d-31a3-4b51-952d-505dd4d39ea2,43536,1000,1,5.88235294117647 /ps,0.12 fs,40,163,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.018447373830016822,E_virial,uuid
6617afef4a8470bde312b3c6,18.22806903599989,0.142871404476924,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,27d87d76-1fbc-4476-b749-a1a2330b3861,74376,1000,1,5.88235294117647 /ps,0.12 fs,40,191,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.01574304677640179,E_virial,uuid
6617b3364a8470bde312b3c8,16.678995669554237,0.16674455642266153,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,39e375ba-b369-4172-b663-8938dd98449e,42288,1000,1,5.88235294117647 /ps,0.12 fs,40,230,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.013073573627359747,E_virial,uuid
6617b4e64a8470bde312b3ca,25.566903575889715,0.2440928728216389,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,adbd30a0-f21c-4f1a-8fa4-a022da11184f,17256,1000,1,5.88235294117647 /ps,0.12 fs,40,289,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.010404574167102913,E_virial,uuid
6617b99f4a8470bde312b3cc,20.43562192703209,0.18382072808453792,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,a5485685-54e8-45dd-87cb-14323a5b45ce,36552,1000,1,5.88235294117647 /ps,0.12 fs,40,391,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.007690337427858675,E_virial,uuid
6617bdad4a8470bde312b3ce,27.756011354021023,0.2717589625823387,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,2e2cc249-fcf8-4e6e-b75d-524a8248fa17,19140,1000,1,5.88235294117647 /ps,0.12 fs,40,606,dimer 2.pdb,qtip4pf.xml,Reference,3.006921934292742,0.004961917383321356,E_virial,uuid
6617bfe14a8470bde312b3d0,15.68515295631101,0.1565820126798893,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,543d2851-dac1-4066-a964-f43a5805f4c4,62904,1000,1,5.88235294117647 /ps,0.12 fs,50,105,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.02290988140413518,E_virial,uuid
6617c21e4a8470bde312b3d2,17.541005075236694,0.16088350288951567,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,11379098-a050-455e-a7b1-116220703891,58944,1000,1,5.88235294117647 /ps,0.12 fs,50,114,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.021101206556440297,E_virial,uuid
6617c41f4a8470bde312b3d4,18.740142958114877,0.18046997419313388,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,a304b80e-13ff-4c6c-9df2-53659a633983,48180,1000,1,5.88235294117647 /ps,0.12 fs,50,126,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.019091567836779316,E_virial,uuid
6617c5fa4a8470bde312b3d6,23.833091106460955,0.20509088619799504,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,f13d8aa5-5e8e-48b1-a4f4-c58a3caa301b,40212,1000,1,5.88235294117647 /ps,0.12 fs,50,140,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.017182411053101383,E_virial,uuid
6617c8e94a8470bde312b3d8,16.16138424173841,0.15919416210653675,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,cb069f27-8327-4c46-9095-510bc60b917a,53916,1000,1,5.88235294117647 /ps,0.12 fs,50,159,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.015129166964994929,E_virial,uuid
6617cd004a8470bde312b3da,15.022935149320816,0.14956166477658786,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,dfeff73c-6a07-4b53-aabe-ec3e9f79ba38,63852,1000,1,5.88235294117647 /ps,0.12 fs,50,183,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.013145013920405431,E_virial,uuid
6617cf294a8470bde312b3dc,29.583075190799523,0.24413765801280024,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,624ee8f0-92d2-40e2-bc1d-f79ba7467388,31452,1000,1,5.88235294117647 /ps,0.12 fs,50,216,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.011136747904787934,E_virial,uuid
6617d23d4a8470bde312b3de,25.19376285302626,0.21367794765141776,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,178e3c8b-e2bf-4383-9f05-1cf9506dc844,35052,1000,1,5.88235294117647 /ps,0.12 fs,50,265,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.009077500178996958,E_virial,uuid
6617d57d4a8470bde312b3e0,27.75825722987521,0.23818324503111776,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,1763f2ba-4cff-4161-82df-fe9b4004c806,29376,1000,1,5.88235294117647 /ps,0.12 fs,50,342,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.0070337355188134325,E_virial,uuid
6617d9234a8470bde312b3e2,25.68988984063136,0.2562056478619192,NE459_Final_Fixed,E_virial,Jackie Zou,WaterPIMD Simulation average E_virial at specific tau,2024-04-11,28f7d252-a88c-46dc-8321-1905aaa06521,22608,1000,1,5.88235294117647 /ps,0.12 fs,50,486,dimer 2.pdb,qtip4pf.xml,Reference,2.405537547434194,0.0049496657354613045,E_virial,uuid
